#_x,First_pokemon,Second_pokemon,Winner,Winner_mark,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,#_y,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second
368,368,272,272,2,12,12,73,115,60,60,60,90,3,0,272,14,9,100,100,100,100,100,100,2,0
468,468,172,172,2,9,12,45,35,45,62,53,35,4,0,172,6,12,78,84,78,109,85,100,2,0
510,510,228,228,2,9,11,60,62,50,62,60,40,4,0,228,17,14,65,95,75,55,55,85,2,0
346,346,94,94,2,13,12,70,43,53,43,53,40,3,0,94,17,12,65,45,55,45,70,45,1,0
523,523,351,523,1,11,12,65,60,110,130,95,65,4,0,351,17,12,130,70,35,70,35,60,3,0
608,608,800,608,1,9,4,60,67,85,77,75,116,5,0,800,6,18,80,110,120,130,90,70,6,1
130,130,171,130,1,17,12,30,45,55,70,55,85,1,0,171,6,12,58,64,58,80,65,80,2,0
668,668,538,538,2,14,12,75,75,75,125,95,40,5,0,538,14,12,75,75,130,75,130,95,4,1
133,133,628,133,1,0,7,70,110,80,55,80,105,1,0,628,15,7,55,112,45,74,45,70,5,0
578,578,622,622,2,14,12,116,55,85,107,95,29,5,0,622,1,5,65,90,115,45,115,58,5,0
760,760,581,581,2,15,18,72,105,115,54,86,68,6,0,581,12,7,80,115,80,65,55,93,5,0
260,260,531,531,2,6,12,45,75,37,70,55,83,2,0,531,11,8,70,80,70,80,70,110,4,0
793,793,124,793,1,4,12,126,131,95,131,98,99,6,1,124,12,12,105,95,80,40,80,90,1,0
127,127,415,127,1,17,12,55,65,95,95,45,85,1,0,415,15,12,80,100,200,50,100,50,3,1
99,99,176,99,1,17,11,50,95,180,85,45,70,1,0,176,12,12,35,46,34,35,45,20,2,0
166,166,145,166,1,14,12,100,100,100,100,100,100,1,0,145,12,12,55,55,50,45,65,55,1,0
615,615,331,615,1,6,12,70,90,45,15,45,50,5,0,331,16,16,50,70,100,40,40,30,3,0
28,28,327,28,1,12,7,65,90,65,61,61,100,1,0,327,1,8,50,75,75,65,65,50,3,0
558,558,443,443,2,6,12,65,63,45,45,45,45,5,0,443,12,7,55,75,50,40,40,80,4,0
160,160,389,160,1,2,12,41,64,45,50,50,50,1,0,389,8,12,20,40,90,30,90,25,3,0
581,581,323,581,1,12,7,80,115,80,65,55,93,5,0,323,12,4,50,20,40,20,40,20,3,0
125,125,136,125,1,12,12,105,125,100,60,100,100,1,0,136,6,12,65,95,57,100,85,93,1,0
667,667,760,760,2,14,12,55,55,55,85,55,30,5,0,760,15,18,72,105,115,54,86,68,6,0
257,257,210,257,1,5,12,50,95,95,35,110,70,2,0,210,17,10,55,45,45,25,25,15,2,0
558,558,292,558,1,6,12,65,63,45,45,45,45,5,0,292,0,12,50,35,55,25,25,15,3,0
715,715,687,715,1,17,5,91,72,90,129,90,108,5,0,687,1,17,65,125,100,60,70,70,5,0
476,476,396,476,1,12,12,65,76,84,54,96,105,4,0,396,11,12,50,50,50,50,50,50,3,0
452,452,451,451,2,9,14,40,30,35,50,70,55,4,0,451,3,12,80,120,79,95,79,70,4,0
694,694,258,694,1,0,17,58,109,112,48,48,109,5,0,258,11,15,45,30,15,85,65,65,2,0
154,154,159,154,1,15,7,80,105,65,60,75,130,1,0,159,6,7,90,100,90,125,85,90,1,1
242,242,672,242,1,17,12,35,65,35,65,35,65,2,0,672,2,12,46,87,60,30,40,57,5,0
752,752,148,148,2,16,8,60,50,150,50,150,60,6,0,148,6,12,65,130,60,95,110,65,1,0
409,409,29,409,1,2,7,95,135,80,110,80,100,3,0,29,13,12,35,60,44,40,54,55,1,0
653,653,465,653,1,9,14,114,85,70,85,80,30,5,0,465,3,12,60,45,70,45,90,95,4,0
164,164,500,164,1,14,5,106,190,100,154,100,130,1,1,500,10,12,68,72,78,38,42,32,4,0
207,207,718,718,2,9,12,30,30,30,30,30,30,2,0,718,0,17,71,120,95,120,95,99,5,0
362,362,357,362,1,10,2,80,100,80,80,80,100,3,0,357,14,12,60,25,35,70,80,60,3,0
423,423,548,423,1,17,12,100,150,90,180,160,90,3,1,548,17,12,80,80,80,80,80,80,4,0
108,108,771,108,1,17,12,55,130,115,50,50,75,1,0,771,4,12,95,65,65,110,130,60,6,0
195,195,218,195,1,3,12,70,55,55,80,60,45,2,0,218,14,12,190,33,58,33,58,33,2,0
339,339,148,339,1,3,12,70,75,60,105,60,105,3,0,148,6,12,65,130,60,95,110,65,1,0
402,402,638,638,2,17,12,35,64,85,74,55,32,3,0,638,14,12,70,55,95,95,110,65,5,0
23,23,631,23,1,12,7,83,80,75,70,70,101,1,0,631,13,12,80,95,82,60,82,75,5,0
328,328,401,401,2,1,8,50,85,125,85,115,20,3,0,401,11,18,110,80,90,95,90,65,3,0
775,775,241,775,1,2,12,45,50,35,55,75,40,6,0,241,17,16,55,55,85,65,85,35,2,0
664,664,232,232,2,3,12,35,55,40,45,40,60,5,0,232,0,5,80,125,75,40,95,85,2,0
369,369,703,703,2,13,12,73,100,60,100,60,65,3,0,703,7,12,79,115,70,125,80,111,5,1
74,74,541,541,2,5,12,80,100,70,50,60,45,1,0,541,16,2,100,120,120,150,100,90,4,1
429,429,403,429,1,14,12,50,150,50,150,50,150,3,1,403,17,12,55,104,105,94,75,52,3,0
751,751,465,465,2,16,8,60,150,50,150,50,60,6,0,465,3,12,60,45,70,45,90,95,4,0
486,486,545,545,2,16,15,67,89,116,79,116,33,4,0,545,8,2,150,100,120,100,120,90,4,1
39,39,205,205,2,13,12,61,72,57,55,55,65,1,0,205,9,7,75,55,70,55,95,110,2,0
437,437,603,603,2,6,5,64,78,52,78,52,81,4,0,603,0,9,75,103,80,70,80,92,5,0
506,506,187,187,2,9,12,74,100,72,90,72,46,4,0,187,3,12,20,40,15,35,35,60,2,0
602,602,141,141,2,0,9,55,63,90,50,80,42,5,0,141,17,7,95,125,79,60,100,81,1,0
374,374,768,768,2,17,12,43,80,65,50,35,35,3,0,768,15,2,82,121,119,69,59,71,6,0
789,789,704,704,2,11,12,55,69,85,32,35,28,6,0,704,7,12,79,100,80,110,90,121,5,1
114,114,243,243,2,10,12,60,80,110,50,80,45,1,0,243,17,12,75,105,75,105,75,45,2,0
537,537,17,537,1,3,9,50,65,107,105,107,86,4,0,17,0,14,40,35,30,20,20,50,1,0
283,283,757,283,1,17,10,100,110,90,85,90,60,3,0,757,1,15,53,54,53,37,46,45,6,0
114,114,149,114,1,10,12,60,80,110,50,80,45,1,0,149,12,12,65,60,70,85,75,40,1,0
364,364,547,547,2,9,1,70,115,60,115,60,55,3,0,547,14,12,120,70,120,75,130,85,4,0
260,260,658,658,2,6,12,45,75,37,70,55,83,2,0,658,0,3,70,77,60,97,60,108,5,0
797,797,354,797,1,15,4,50,160,110,160,110,110,6,1,354,6,10,70,100,70,105,75,40,3,0
478,478,320,320,2,8,12,60,60,60,105,105,105,4,0,320,12,12,104,91,63,91,73,68,3,0
248,248,530,248,1,1,6,75,90,50,110,80,95,2,0,530,8,12,45,100,135,65,135,45,4,0
571,571,176,571,1,9,12,50,53,48,53,48,64,5,0,176,12,12,35,46,34,35,45,20,2,0
794,794,234,234,2,1,7,126,131,95,131,98,99,6,1,234,1,11,55,95,55,35,75,115,2,0
632,632,186,186,2,1,12,40,65,40,80,40,65,5,0,186,17,3,125,58,58,76,76,67,2,0
372,372,47,47,2,17,10,50,48,43,46,41,60,3,0,47,13,7,40,45,35,30,40,55,1,0
546,546,253,253,2,8,2,150,120,100,120,100,90,4,1,253,12,12,85,80,90,105,95,60,2,0
738,738,430,430,2,4,12,44,38,39,61,79,42,6,0,430,14,12,50,180,20,180,20,150,3,1
560,560,290,560,1,6,5,110,123,65,100,65,65,5,0,290,0,12,50,35,55,25,25,15,3,0
312,312,310,310,2,12,12,60,60,60,35,35,30,3,0,310,9,12,60,40,60,40,60,35,3,0
238,238,755,755,2,6,16,50,50,120,80,80,30,2,0,755,4,12,62,48,66,59,57,49,6,0
465,465,85,85,2,3,12,60,45,70,45,90,95,4,0,85,6,12,65,100,70,80,80,105,1,0
671,671,723,671,1,8,6,60,55,90,145,90,80,5,0,723,6,12,59,59,58,90,70,73,6,0
633,633,245,633,1,1,12,60,105,60,120,60,105,5,0,245,17,7,65,40,70,80,140,70,2,0
97,97,784,97,1,13,12,105,105,75,65,100,50,1,0,784,8,9,59,66,70,44,55,41,6,0
381,381,499,499,2,15,0,75,125,100,70,80,45,3,0,499,5,17,70,145,88,140,70,112,4,0
163,163,621,621,2,14,12,106,110,90,154,90,130,1,1,621,1,5,50,75,70,35,70,48,5,0
246,246,426,426,2,16,7,65,80,140,40,70,70,2,0,426,2,7,105,150,90,150,90,95,3,1
4,4,515,4,1,9,14,80,100,123,122,120,80,1,0,515,12,12,110,85,95,80,95,50,4,0
284,284,360,284,1,17,10,100,150,110,95,110,70,3,0,360,10,12,45,100,45,45,45,10,3,0
645,645,343,343,2,11,12,51,65,65,80,75,59,5,0,343,0,12,65,73,55,47,75,85,3,0
124,124,364,124,1,12,12,105,95,80,40,80,90,1,0,364,9,1,70,115,60,115,60,55,3,0
175,175,615,175,1,17,12,85,105,100,79,83,78,2,0,615,6,12,70,90,45,15,45,50,5,0
239,239,284,284,2,11,10,50,50,40,30,30,50,2,0,284,17,10,100,150,110,95,110,70,3,0
179,179,602,179,1,12,7,100,50,50,76,96,70,2,0,602,0,9,55,63,90,50,80,42,5,0
200,200,614,614,2,17,4,100,50,80,60,80,50,2,0,614,10,1,95,117,80,65,70,92,5,0
471,471,383,383,2,17,10,111,83,68,92,82,39,4,0,383,17,12,95,60,79,100,125,81,3,0
371,371,656,371,1,15,15,70,95,85,55,65,70,3,0,656,17,12,165,75,80,40,45,65,5,0
312,312,255,312,1,12,12,60,60,60,35,35,30,3,0,255,12,12,55,20,35,20,45,75,2,0
52,52,282,282,2,0,9,35,70,55,45,55,25,1,0,282,17,10,70,85,70,60,70,50,3,0
404,404,67,67,2,17,12,55,84,105,114,75,52,3,0,67,17,12,65,65,65,50,50,90,1,0
121,121,730,121,1,10,16,105,130,120,45,45,40,1,0,730,12,7,45,50,43,40,38,62,6,0
290,290,535,535,2,0,12,50,35,55,25,25,15,3,0,535,3,11,50,65,107,105,107,86,4,0
422,422,243,422,1,17,12,100,100,90,150,140,90,3,1,243,17,12,75,105,75,105,75,45,2,0
616,616,626,616,1,6,12,105,140,55,30,55,95,5,0,626,17,16,54,78,103,53,45,22,5,0
691,691,660,660,2,1,7,70,55,75,45,65,60,5,0,660,9,17,74,94,131,54,116,20,5,0
152,152,643,643,2,15,18,30,80,90,55,45,55,1,0,643,17,7,75,87,63,87,63,98,5,0
209,209,253,209,1,0,7,65,65,45,75,45,95,2,0,253,12,12,85,80,90,105,95,60,2,0
229,229,544,544,2,0,17,70,130,100,55,80,65,2,0,544,12,12,110,160,110,80,110,100,4,1
181,181,126,181,1,0,7,55,35,50,55,110,85,2,0,126,17,12,30,40,70,70,25,60,1,0
76,76,691,691,2,9,14,50,75,35,70,30,40,1,0,691,1,7,70,55,75,45,65,60,5,0
426,426,114,426,1,2,7,105,150,90,150,90,95,3,1,114,10,12,60,80,110,50,80,45,1,0
88,88,766,766,2,17,15,95,75,180,130,80,30,1,0,766,3,13,62,55,52,109,94,109,6,0
189,189,320,320,2,12,4,90,30,15,40,20,15,2,0,320,12,12,104,91,63,91,73,68,3,0
597,597,735,735,2,17,10,75,65,55,65,55,69,5,0,735,0,7,80,52,50,90,50,89,6,0
773,773,470,773,1,3,4,67,58,57,81,67,101,6,0,470,17,12,76,48,48,57,62,34,4,0
598,598,412,598,1,17,10,105,95,75,85,75,74,5,0,412,16,15,60,75,100,55,80,50,3,0
189,189,113,113,2,12,4,90,30,15,40,20,15,2,0,113,10,12,50,50,95,40,50,35,1,0
482,482,545,545,2,14,12,45,30,50,65,50,45,4,0,545,8,2,150,100,120,100,120,90,4,1
269,269,765,269,1,15,1,100,164,150,95,120,71,2,0,765,3,13,44,38,33,61,43,70,6,0
553,553,665,553,1,12,12,120,120,120,120,120,120,4,1,665,3,12,65,85,70,75,70,40,5,0
125,125,566,125,1,12,12,105,125,100,60,100,100,1,0,566,12,12,45,60,45,25,45,55,5,0
627,627,32,32,2,17,16,74,108,133,83,65,32,5,0,32,3,12,60,90,55,90,80,110,1,0
55,55,507,55,1,0,14,70,65,60,90,75,90,1,0,507,17,12,49,49,56,49,61,66,4,0
299,299,110,110,2,9,1,90,100,60,90,60,80,3,0,110,3,12,60,50,70,80,80,140,1,0
660,660,101,660,1,9,17,74,94,131,54,116,20,5,0,101,8,14,45,50,45,115,55,95,1,0
108,108,564,108,1,17,12,55,130,115,50,50,75,1,0,564,12,12,45,55,39,35,39,42,5,0
487,487,772,772,2,15,12,50,80,95,10,45,10,4,0,772,5,7,78,92,75,74,63,118,6,0
423,423,797,797,2,17,12,100,150,90,180,160,90,3,1,797,15,4,50,160,110,160,110,110,6,1
117,117,472,472,2,12,12,90,55,75,60,75,30,1,0,472,12,12,75,100,66,60,66,115,4,0
399,399,776,776,2,11,18,70,40,50,55,50,25,3,0,776,2,12,68,75,53,83,113,60,6,0
123,123,361,361,2,9,12,65,55,115,100,40,60,1,0,361,10,2,50,70,50,50,50,70,3,0
506,506,203,203,2,9,12,74,100,72,90,72,46,4,0,203,9,7,35,35,40,35,55,50,2,0
373,373,473,473,2,17,10,110,78,73,76,71,60,3,0,473,8,7,90,50,34,60,44,70,4,0
85,85,715,715,2,6,12,65,100,70,80,80,105,1,0,715,17,5,91,72,90,129,90,108,5,0
299,299,339,339,2,9,1,90,100,60,90,60,80,3,0,339,3,12,70,75,60,105,60,105,3,0
201,201,9,9,2,15,12,70,100,115,30,65,30,2,0,9,6,7,78,104,78,159,115,100,1,0
444,444,65,444,1,12,7,85,120,70,50,60,100,4,0,65,6,12,90,110,80,100,80,95,1,0
626,626,641,641,2,17,16,54,78,103,53,45,22,5,0,641,14,12,110,65,75,125,85,30,5,0
667,667,645,645,2,14,12,55,55,55,85,55,30,5,0,645,11,12,51,65,65,80,75,59,5,0
624,624,76,76,2,8,12,38,30,85,55,65,30,5,0,76,9,14,50,75,35,70,30,40,1,0
493,493,258,493,1,2,10,68,90,65,50,55,82,4,0,258,11,15,45,30,15,85,65,65,2,0
101,101,400,101,1,8,14,45,50,45,115,55,95,1,0,400,11,18,90,60,70,75,70,45,3,0
351,351,54,351,1,17,12,130,70,35,70,35,60,3,0,54,0,14,60,55,50,40,55,45,1,0
496,496,478,478,2,12,12,135,85,40,40,85,5,4,0,478,8,12,60,60,60,105,105,105,4,0
111,111,796,796,2,9,15,60,40,80,60,45,40,1,0,796,15,4,50,100,150,100,150,50,6,1
380,380,687,380,1,15,0,45,95,50,40,50,75,3,0,687,1,17,65,125,100,60,70,70,5,0
201,201,91,91,2,15,12,70,100,115,30,65,30,2,0,91,12,7,52,65,55,58,62,60,1,0
244,244,760,244,1,11,7,45,55,45,65,45,75,2,0,760,15,18,72,105,115,54,86,68,6,0
786,786,76,786,1,8,9,55,85,122,58,75,99,6,0,76,9,14,50,75,35,70,30,40,1,0
39,39,244,244,2,13,12,61,72,57,55,55,65,1,0,244,11,7,45,55,45,65,45,75,2,0
176,176,323,323,2,12,12,35,46,34,35,45,20,2,0,323,12,4,50,20,40,20,40,20,3,0
170,170,231,170,1,6,12,39,52,43,60,50,65,2,0,231,0,16,20,10,230,10,230,5,2,0
531,531,22,531,1,11,8,70,80,70,80,70,110,4,0,22,12,7,63,60,55,50,50,71,1,0
408,408,732,732,2,2,12,65,95,100,60,50,50,3,0,732,6,7,78,81,71,74,69,126,6,0
343,343,181,181,2,0,12,65,73,55,47,75,85,3,0,181,0,7,55,35,50,55,110,85,2,0
589,589,174,589,1,10,12,60,85,40,30,45,68,5,0,174,17,12,65,80,80,59,63,58,2,0
398,398,72,72,2,11,12,80,120,80,120,80,100,3,0,72,14,12,55,50,65,175,95,150,1,0
460,460,180,180,2,0,10,60,79,105,59,85,36,4,0,180,0,7,40,20,30,40,80,55,2,0
315,315,471,315,1,0,10,31,45,90,30,30,40,3,0,471,17,10,111,83,68,92,82,39,4,0
241,241,215,241,1,17,16,55,55,85,65,85,35,2,0,215,17,15,95,75,80,100,110,30,2,0
81,81,301,301,2,15,10,40,80,100,30,30,20,1,0,301,12,7,60,85,60,50,50,125,3,0
346,346,740,740,2,13,12,70,43,53,43,53,40,3,0,740,4,12,78,65,68,112,154,75,6,0
292,292,625,625,2,0,12,50,35,55,25,25,15,3,0,625,8,12,58,50,145,95,105,30,5,0
259,259,384,259,1,3,12,45,63,37,65,55,95,2,0,384,12,12,70,70,70,70,70,70,3,0
330,330,511,511,2,16,4,50,105,125,55,95,50,3,0,511,9,11,90,92,75,92,85,60,4,0
796,796,585,796,1,15,4,50,100,150,100,150,50,6,1,585,15,12,70,105,105,50,40,20,5,0
152,152,732,732,2,15,18,30,80,90,55,45,55,1,0,732,6,7,78,81,71,74,69,126,6,0
357,357,447,357,1,14,12,60,25,35,70,80,60,3,0,447,0,12,37,25,41,25,41,25,4,0
769,769,79,79,2,15,11,77,59,50,67,63,46,6,0,79,17,14,40,40,35,50,100,70,1,0
765,765,777,777,2,3,13,44,38,33,61,43,70,6,0,777,2,12,90,100,70,110,150,80,6,0
202,202,123,202,1,17,12,90,75,75,90,100,70,2,0,123,9,12,65,55,115,100,40,60,1,0
408,408,30,30,2,2,12,65,95,100,60,50,50,3,0,30,13,12,60,85,69,65,79,80,1,0
472,472,292,472,1,12,12,75,100,66,60,66,115,4,0,292,0,12,50,35,55,25,25,15,3,0
730,730,410,410,2,12,7,45,50,43,40,38,62,6,0,410,2,7,95,145,130,120,90,120,3,0
246,246,745,745,2,16,7,65,80,140,40,70,70,2,0,745,12,12,75,80,60,65,90,102,6,0
266,266,776,776,2,15,10,50,64,50,45,50,41,2,0,776,2,12,68,75,53,83,113,60,6,0
256,256,768,768,2,5,12,35,35,35,35,35,35,2,0,768,15,2,82,121,119,69,59,71,6,0
169,169,500,169,1,9,12,80,82,100,83,100,80,2,0,500,10,12,68,72,78,38,42,32,4,0
524,524,563,524,1,10,7,75,95,125,45,75,95,4,0,563,17,12,95,100,85,108,70,70,5,0
785,785,766,766,2,8,9,65,90,122,58,75,84,6,0,766,3,13,62,55,52,109,94,109,6,0
400,400,34,34,2,11,18,90,60,70,75,70,45,3,0,34,10,12,75,100,110,45,55,65,1,0
284,284,202,202,2,17,10,100,150,110,95,110,70,3,0,202,17,12,90,75,75,90,100,70,2,0
772,772,271,772,1,5,7,78,92,75,74,63,118,6,0,271,6,7,106,130,90,110,154,90,2,1
228,228,728,228,1,17,14,65,95,75,55,55,85,2,0,728,12,12,38,36,38,32,36,57,6,0
650,650,345,345,2,0,12,50,75,45,40,45,60,5,0,345,9,14,50,60,45,100,80,65,3,0
718,718,380,718,1,0,17,71,120,95,120,95,99,5,0,380,15,0,45,95,50,40,50,75,3,0
30,30,204,204,2,13,12,60,85,69,65,79,80,1,0,204,9,7,55,45,50,45,65,80,2,0
402,402,700,700,2,17,12,35,64,85,74,55,32,3,0,700,16,5,91,90,129,90,72,108,5,1
563,563,653,563,1,17,12,95,100,85,108,70,70,5,0,653,9,14,114,85,70,85,80,30,5,0
770,770,336,336,2,15,11,123,77,72,99,92,58,6,0,336,5,15,60,60,75,60,75,80,3,0
320,320,361,361,2,12,12,104,91,63,91,73,68,3,0,361,10,2,50,70,50,50,50,70,3,0
252,252,741,741,2,10,12,90,120,120,60,60,50,2,0,741,9,12,66,65,48,62,57,52,6,0
197,197,92,92,2,3,2,90,95,105,165,110,45,2,0,92,12,7,35,85,45,35,35,75,1,0
123,123,191,123,1,9,12,65,55,115,100,40,60,1,0,191,4,7,55,40,85,80,105,40,2,0
649,649,729,649,1,3,7,55,75,60,75,60,103,5,0,729,12,10,85,56,77,50,77,78,6,0
453,453,736,453,1,9,14,60,70,65,125,105,90,4,0,736,6,13,62,50,58,73,54,72,6,0
536,536,611,611,2,3,7,50,65,107,105,107,86,4,0,611,17,12,70,92,65,80,55,98,5,0
7,7,150,7,1,6,7,78,84,78,109,85,100,1,0,150,15,18,35,40,100,90,55,35,1,0
600,600,673,600,1,5,12,75,125,75,30,75,85,5,0,673,2,12,66,117,70,40,50,67,5,0
574,574,794,574,1,6,12,75,98,63,98,63,101,5,0,794,1,7,126,131,95,131,98,99,6,1
485,485,243,243,2,16,15,57,24,86,24,86,23,4,0,243,17,12,75,105,75,105,75,45,2,0
63,63,739,63,1,5,12,65,105,60,60,70,95,1,0,739,4,12,54,45,47,75,98,52,6,0
759,759,304,759,1,15,18,42,52,67,39,56,50,6,0,304,14,4,28,25,25,45,35,40,3,0
453,453,568,453,1,9,14,60,70,65,125,105,90,4,0,568,12,12,85,110,90,45,90,80,5,0
736,736,410,410,2,6,13,62,50,58,73,54,72,6,0,410,2,7,95,145,130,120,90,120,3,0
167,167,773,773,2,9,12,45,49,65,49,65,45,2,0,773,3,4,67,58,57,81,67,101,6,0
496,496,383,496,1,12,12,135,85,40,40,85,5,4,0,383,17,12,95,60,79,100,125,81,3,0
244,244,99,244,1,11,7,45,55,45,65,45,75,2,0,99,17,11,50,95,180,85,45,70,1,0
61,61,116,61,1,17,12,80,82,78,95,80,85,1,0,116,5,12,50,105,79,35,110,76,1,0
671,671,9,9,2,8,6,60,55,90,145,90,80,5,0,9,6,7,78,104,78,159,115,100,1,0
60,60,280,280,2,17,12,50,52,48,65,50,55,1,0,280,6,5,80,160,80,130,80,100,3,0
448,448,319,448,1,0,12,77,85,51,55,51,65,4,0,319,12,12,84,71,43,71,43,48,3,0
280,280,427,427,2,6,5,80,160,80,130,80,100,3,0,427,2,7,105,180,100,180,100,115,3,1
610,610,706,706,2,9,12,70,60,75,110,75,90,5,0,706,3,7,79,105,70,145,80,101,5,1
263,263,355,263,1,3,12,90,85,75,115,100,115,2,1,355,6,10,70,120,100,145,105,20,3,0
407,407,461,407,1,2,12,45,75,60,40,30,50,3,0,461,0,17,60,69,95,69,95,36,4,0
687,687,621,687,1,1,17,65,125,100,60,70,70,5,0,621,1,5,50,75,70,35,70,48,5,0
753,753,378,378,2,4,12,78,52,60,63,65,23,6,0,378,15,9,66,41,77,61,87,23,3,0
198,198,477,477,2,9,12,75,80,95,90,100,50,2,0,477,12,5,65,136,94,54,96,135,4,0
493,493,763,493,1,2,10,68,90,65,50,55,82,4,0,763,17,12,50,53,62,58,63,44,6,0
82,82,474,474,2,15,10,55,95,115,45,45,35,1,0,474,8,7,150,80,44,90,54,80,4,0
604,604,537,537,2,0,14,30,45,59,30,39,57,5,0,537,3,9,50,65,107,105,107,86,4,0
476,476,673,476,1,12,12,65,76,84,54,96,105,4,0,673,2,12,66,117,70,40,50,67,5,0
95,95,731,731,2,17,11,90,70,80,70,95,70,1,0,731,6,7,62,73,55,56,52,84,6,0
170,170,143,170,1,6,12,39,52,43,60,50,65,2,0,143,17,11,130,85,80,85,95,60,1,0
386,386,533,533,2,8,12,44,75,35,63,33,45,3,0,533,3,6,50,65,107,105,107,86,4,0
434,434,241,434,1,9,12,75,89,85,55,65,36,4,0,241,17,16,55,55,85,65,85,35,2,0
745,745,294,745,1,12,12,75,80,60,65,90,102,6,0,294,17,9,40,30,30,40,50,30,3,0
733,733,738,738,2,0,12,38,35,40,27,25,35,6,0,738,4,12,44,38,39,61,79,42,6,0
578,578,547,547,2,14,12,116,55,85,107,95,29,5,0,547,14,12,120,70,120,75,130,85,4,0
186,186,319,186,1,17,3,125,58,58,76,76,67,2,0,319,12,12,84,71,43,71,43,48,3,0
397,397,10,397,1,11,12,80,80,80,80,80,80,3,0,10,17,12,44,48,65,50,64,43,1,0
408,408,475,475,2,2,12,65,95,100,60,50,50,3,0,475,12,12,55,66,44,44,56,85,4,0
9,9,375,9,1,6,7,78,104,78,159,115,100,1,0,375,17,1,63,120,85,90,55,55,3,0
605,605,446,446,2,0,14,40,55,99,40,79,47,5,0,446,12,18,79,85,60,55,60,71,4,0
738,738,333,333,2,4,12,44,38,39,61,79,42,6,0,333,16,16,70,110,180,60,60,50,3,0
222,222,8,8,2,12,12,100,70,70,65,65,45,2,0,8,6,2,78,130,111,130,85,100,1,0
562,562,225,562,1,17,12,75,75,60,83,60,60,5,0,225,16,10,75,125,230,55,95,30,2,0
251,251,459,251,1,10,12,90,60,60,40,40,40,2,0,459,0,9,60,59,85,79,105,36,4,0
309,309,355,309,1,0,7,70,60,62,80,82,60,3,0,355,6,10,70,120,100,145,105,20,3,0
231,231,249,249,2,0,16,20,10,230,10,230,5,2,0,249,1,6,75,90,90,140,90,115,2,0
348,348,608,608,2,17,1,45,90,20,65,20,65,3,0,608,9,4,60,67,85,77,75,116,5,0
598,598,486,598,1,17,10,105,95,75,85,75,74,5,0,486,16,15,67,89,116,79,116,33,4,0
45,45,661,661,2,12,4,115,45,20,45,25,20,1,0,661,16,12,40,55,70,45,60,30,5,0
136,136,232,136,1,6,12,65,95,57,100,85,93,1,0,232,0,5,80,125,75,40,95,85,2,0
637,637,203,637,1,14,12,60,45,70,75,85,55,5,0,203,9,7,35,35,40,35,55,50,2,0
628,628,63,63,2,15,7,55,112,45,74,45,70,5,0,63,5,12,65,105,60,60,70,95,1,0
146,146,194,146,1,17,12,130,65,60,110,95,65,1,0,194,3,12,55,40,40,65,45,35,2,0
307,307,414,414,2,14,4,68,85,65,165,135,100,3,0,414,16,15,80,145,150,105,110,110,3,0
271,271,752,271,1,6,7,106,130,90,110,154,90,2,1,752,16,8,60,50,150,50,150,60,6,0
287,287,781,781,2,12,12,38,30,41,30,41,60,3,0,781,8,9,49,66,70,44,55,51,6,0
519,519,139,139,2,6,12,75,95,67,125,95,83,4,0,139,12,12,75,100,95,40,70,110,1,0
28,28,636,28,1,12,7,65,90,65,61,61,100,1,0,636,14,12,45,30,50,55,65,45,5,0
643,643,586,643,1,17,7,75,87,63,87,63,98,5,0,586,15,12,85,135,130,60,80,25,5,0
108,108,777,777,2,17,12,55,130,115,50,50,75,1,0,777,2,12,90,100,70,110,150,80,6,0
223,223,578,223,1,10,7,65,75,105,35,65,85,2,0,578,14,12,116,55,85,107,95,29,5,0
679,679,727,679,1,0,12,80,70,40,100,60,145,5,0,727,17,1,72,95,67,103,71,122,6,0
299,299,289,299,1,9,1,90,100,60,90,60,80,3,0,289,0,12,45,45,35,20,30,20,3,0
487,487,160,160,2,15,12,50,80,95,10,45,10,4,0,160,2,12,41,64,45,50,50,50,1,0
318,318,270,270,2,12,12,64,51,23,51,23,28,3,0,270,14,7,106,90,130,90,154,110,2,1
53,53,488,53,1,0,9,60,95,80,60,80,30,1,0,488,14,4,20,25,45,70,90,60,4,0
757,757,376,376,2,1,15,53,54,53,37,46,45,6,0,376,10,15,40,40,55,40,70,55,3,0
129,129,320,320,2,17,12,80,92,65,65,80,68,1,0,320,12,12,104,91,63,91,73,68,3,0
202,202,198,202,1,17,12,90,75,75,90,100,70,2,0,198,9,12,75,80,95,90,100,50,2,0
426,426,28,28,2,2,7,105,150,90,150,90,95,3,1,28,12,7,65,90,65,61,61,100,1,0
330,330,218,330,1,16,4,50,105,125,55,95,50,3,0,218,14,12,190,33,58,33,58,33,2,0
428,428,508,428,1,16,15,100,100,100,100,100,100,3,1,508,17,12,69,69,76,69,86,91,4,0
331,331,323,331,1,16,16,50,70,100,40,40,30,3,0,323,12,4,50,20,40,20,40,20,3,0
733,733,503,503,2,0,12,38,35,40,27,25,35,6,0,503,13,1,70,90,110,60,75,95,4,0
469,469,765,469,1,9,12,70,60,70,87,78,85,4,0,765,3,13,44,38,33,61,43,70,6,0
