,Winner_mark,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Generation_first_1,Generation_first_2,Generation_first_3,Generation_first_4,Generation_first_5,Generation_first_6,Generation_second_1,Generation_second_2,Generation_second_3,Generation_second_4,Generation_second_5,Generation_second_6,Legendary_first_0,Legendary_first_1,Legendary_second_0,Legendary_second_1
46695,1,5,-27,15,-24,5,55,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
46696,1,0,15,16,6,14,12,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46697,2,70,20,35,55,5,-5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
46698,2,-20,-15,20,-110,25,-75,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46699,1,68,53,10,57,41,27,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
46700,1,-70,-90,-65,-30,-50,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46701,1,20,15,15,40,15,-25,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46702,2,-20,-43,-13,-53,2,-46,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46703,2,-38,-64,-38,-89,-75,-80,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46704,2,-15,-55,-65,-15,-15,-5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46705,1,-55,25,-10,0,-15,30,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46706,1,-180,100,100,35,-30,25,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
46707,1,30,10,55,33,50,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
46708,1,5,-10,0,17,0,43,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
46709,2,-35,-50,-60,-65,-55,-30,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46710,1,-13,-29,-47,35,5,17,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46711,1,-40,0,-45,35,-20,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46712,2,25,35,123,-40,-12,-61,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46713,2,18,12,0,23,5,-12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
46714,2,-15,30,-10,-45,-30,-10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46715,2,59,88,100,125,60,-2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46716,2,-49,-28,-30,-42,-35,-10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46717,2,34,-40,-5,45,-15,-55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46718,2,81,-5,41,67,41,-26,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46719,2,-2,-2,-13,-30,36,-30,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46720,1,55,45,-125,-55,10,25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46721,2,13,30,-3,-48,-19,-37,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
46722,2,-4,-39,12,-29,22,-62,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
46723,1,-30,15,-8,-35,-8,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46724,2,-35,-15,-30,-25,-30,-20,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46725,2,-15,-50,-25,20,30,-55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46726,2,20,4,90,-75,-10,-9,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
46727,2,-20,-25,40,15,5,-20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46728,2,-15,-10,-10,-74,-65,-87,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46729,2,75,0,25,60,50,-20,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
46730,1,79,21,-51,36,9,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46731,2,5,5,4,9,3,-25,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
46732,1,25,70,40,110,40,70,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
46733,2,-21,-58,5,-48,15,-9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
46734,1,15,10,0,-30,0,55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46735,2,-20,-20,-31,-5,4,42,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46736,2,-10,-19,-13,6,20,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46737,1,-5,5,-40,0,-45,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46738,2,-24,-15,-40,10,0,120,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
46739,1,-24,13,-21,-44,-38,36,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
46740,1,-10,-65,-14,75,5,19,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46741,1,-40,-42,-134,-4,-6,52,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
46742,2,10,-5,15,-50,-30,-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46743,1,5,-5,-5,-25,-5,30,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46744,1,10,15,10,80,20,60,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46745,1,60,60,-7,-5,16,26,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
46746,2,-46,-46,0,-101,-68,-74,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
46747,2,-30,15,-15,-95,-65,-20,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
46748,1,-4,30,-45,60,35,59,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46749,2,-29,-15,30,-75,-75,-65,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
46750,2,-4,-13,20,-75,-55,-38,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46751,1,-5,-5,45,0,-30,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46752,1,-5,0,-15,-30,-20,60,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
46753,1,-25,-25,-50,0,5,40,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46754,2,-20,-5,-20,-25,-5,-35,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46755,2,-20,-25,10,90,35,-10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46756,1,-16,64,116,14,96,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46757,2,-5,20,20,-65,-75,-45,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
46758,1,15,-3,-4,45,20,59,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46759,1,-10,65,-5,-10,-65,-75,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
46760,1,6,24,19,35,18,24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46761,1,-5,-40,0,70,5,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46762,1,36,15,-35,89,15,85,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
46763,1,-65,82,42,2,-23,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46764,1,46,55,84,28,19,73,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
46765,2,10,45,120,70,120,-35,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
46766,2,-10,15,-5,40,0,-60,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
46767,2,-52,-35,10,-105,-50,-81,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46768,2,19,-9,-59,33,-2,14,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
46769,2,-50,-78,-28,-37,-15,-63,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
46770,2,-55,-43,-48,-53,-63,-10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46771,1,-10,-10,10,-55,10,25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46772,1,35,-25,50,15,45,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46773,2,-65,-100,-60,-94,-34,-45,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
46774,1,38,-5,20,30,20,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
46775,1,33,74,63,74,50,35,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46776,2,12,12,22,8,-2,-21,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
46777,2,-11,-3,-10,-62,-10,-73,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
46778,1,60,100,45,110,115,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
46779,1,50,80,-85,-25,-85,48,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46780,1,15,19,-8,-26,-16,21,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
46781,2,-40,-20,-45,-65,-50,-35,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46782,2,-29,-50,-6,-81,-32,-68,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
46783,1,32,-20,0,18,15,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46784,2,-10,-4,-21,-40,-20,-10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46785,1,-43,42,-3,-27,33,41,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
46786,2,-20,-20,-30,-100,-60,-45,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
46787,1,-19,-58,-50,-90,-25,17,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
46788,2,1,11,4,11,-1,-36,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
46789,2,-51,-110,-40,-105,-75,-19,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46790,1,45,35,35,8,42,35,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46791,2,10,15,60,5,20,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46792,2,2,-55,-15,-10,-35,-5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46793,1,-23,9,-1,-25,-20,97,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
46794,2,-9,-45,-143,-35,-8,-4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46795,2,-10,-60,-180,-10,-30,-10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46796,2,-11,-52,43,-42,-65,-43,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46797,1,3,14,-3,-34,-18,11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
46798,2,55,15,40,40,40,-35,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
46799,2,-25,-5,25,-55,-25,-5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
46800,1,28,67,-6,6,-40,79,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46801,2,-23,-10,-10,20,-5,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46802,1,-35,-45,-62,-45,-47,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46803,2,-15,15,-20,5,-20,-50,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
46804,1,-30,25,-65,-95,-60,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46805,2,15,27,17,0,-55,-29,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46806,2,10,24,-55,24,-70,-9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46807,1,15,-10,0,75,15,20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46808,2,25,-12,155,-24,55,-20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
46809,1,0,-70,-160,10,-10,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46810,2,-18,-54,-110,17,-5,36,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
46811,2,-150,-50,45,-60,45,-35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46812,2,10,-16,-19,10,1,-61,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46813,2,-10,-23,40,35,60,-5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46814,1,40,125,85,9,74,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46815,2,-10,-41,20,-76,10,-109,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46816,2,20,7,-5,26,20,-16,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
46817,2,-25,-60,-20,5,0,-15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
46818,2,-47,-30,-25,-5,-10,-57,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46819,2,-10,-30,-13,-50,-28,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46820,2,-45,-5,-35,-105,-75,-15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
46821,1,-10,0,-15,-5,30,15,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
46822,2,22,81,69,-6,-26,-24,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
46823,1,20,25,40,105,50,85,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
46824,2,-11,-81,-24,-11,1,-4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46825,1,-70,-25,-55,-45,-35,15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46826,1,-15,45,-30,42,-25,40,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46827,2,0,-20,-30,0,-20,-10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46828,1,-5,19,-3,-30,-10,37,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46829,1,35,-20,35,10,10,80,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46830,2,0,35,-15,20,5,-10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
46831,2,57,53,27,7,15,42,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
46832,2,-10,-52,-12,-67,-12,-41,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
46833,2,-4,15,50,-10,-5,-6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46834,2,6,8,40,16,3,-28,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
46835,1,-15,35,16,-5,-1,40,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46836,2,20,-20,-45,-65,-105,-40,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46837,1,25,73,-83,45,-65,45,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
46838,2,-20,-55,-40,-85,20,-30,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46839,1,31,-52,3,12,17,24,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46840,2,-9,-32,-20,-88,-30,-51,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
46841,2,20,15,20,-5,20,-5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46842,1,-20,25,57,50,57,61,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46843,2,19,23,65,-3,41,-35,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
46844,2,-25,-30,-20,-40,-20,-15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
46845,1,45,25,28,25,53,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46846,2,-99,-10,-55,-70,-70,-60,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
46847,1,-40,-55,-165,-20,-60,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
46848,2,23,10,5,25,-2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46849,2,50,35,40,-10,65,-10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46850,2,30,-10,85,80,30,-5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46851,1,-18,-42,-63,29,-30,29,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
46852,2,-35,-44,-45,10,-25,29,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
46853,1,15,12,1,45,10,54,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46854,1,10,-8,2,37,32,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46855,1,5,95,45,5,15,25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46856,1,16,49,20,8,17,35,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46857,2,-11,-15,25,-60,-15,-34,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46858,2,130,-5,30,-10,-25,-55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46859,1,-19,32,-13,-12,-17,44,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46860,1,20,75,-30,45,-50,40,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
46861,1,85,10,-5,65,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
46862,2,-47,-70,-60,-52,-58,-43,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
46863,2,-15,-61,-5,-11,5,-55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46864,1,-23,36,5,-7,25,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
46865,1,-19,4,-14,-4,1,38,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
46866,1,5,30,-25,-70,-30,10,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46867,2,-5,-50,-67,-33,-50,-84,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
46868,1,23,0,13,23,23,40,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
46869,2,-10,-21,-29,31,-41,-75,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46870,2,-10,-98,-2,-85,0,-5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46871,1,13,20,30,70,30,27,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46872,2,-15,14,-9,-9,-11,-15,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46873,1,15,140,45,120,45,90,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
46874,1,-15,-34,-61,25,0,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46875,1,-20,-53,-57,15,10,35,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46876,1,2,-20,105,10,105,18,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
46877,1,0,7,7,63,63,45,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46878,1,5,-33,-35,-5,0,23,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46879,2,30,5,-37,-15,-7,-16,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
46880,2,-5,-6,55,65,45,-34,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46881,1,15,0,-25,-20,25,15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46882,2,-6,-10,-2,45,-54,-18,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
46883,2,-15,-81,-31,5,5,-25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46884,2,4,29,10,-7,6,-6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
46885,1,15,40,20,15,25,65,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
46886,2,-20,-45,-20,-15,-20,-35,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46887,2,15,-14,3,-54,-25,-74,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46888,1,-3,-30,58,-22,49,17,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
46889,2,-35,-15,-40,-10,-40,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
46890,2,15,15,55,20,-35,-25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46891,1,185,-90,-60,-30,60,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46892,2,31,51,24,81,34,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
46893,2,-55,-80,0,35,35,-10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46894,1,-141,16,-2,16,3,33,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
46895,1,-17,-20,-25,-30,-30,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46896,2,-70,-40,15,-70,-40,-20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
46897,1,40,145,80,-10,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46898,1,0,-2,-5,25,27,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46899,2,10,20,10,23,2,-5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46900,1,-71,-5,-50,-52,-20,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
46901,1,25,40,55,-75,-10,-65,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46902,2,-5,10,-70,-35,-52,-3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46903,2,-25,-60,-75,-40,-55,-50,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46904,1,-20,-30,-2,110,13,55,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46905,2,30,-17,-15,10,-5,-45,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46906,1,-51,-74,-62,26,21,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
46907,2,-30,0,60,-5,20,-80,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46908,2,55,-30,-35,15,0,-20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46909,2,-20,-20,7,25,7,21,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46910,1,65,65,45,-5,40,35,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46911,1,29,3,41,63,51,84,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
46912,2,50,100,90,20,-20,-5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46913,1,2,18,5,16,-3,39,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
46914,2,-9,-51,-40,10,-35,50,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46915,2,2,10,-20,-50,-15,-32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46916,1,22,-20,22,45,20,27,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
46917,1,3,-23,-13,69,7,13,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
46918,1,5,25,30,-45,-25,-45,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
46919,1,-25,15,-25,50,-25,30,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
46920,1,11,55,25,15,35,24,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
46921,1,11,37,15,13,20,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46922,1,20,2,-7,22,-3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46923,2,-47,-56,-40,-4,-30,-42,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
46924,1,-23,-30,2,-38,-58,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
46925,1,8,-60,-39,-5,-19,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
46926,2,24,65,-25,53,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
46927,2,-46,-72,-47,-39,-37,-25,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
46928,1,25,42,19,72,47,19,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
46929,1,19,88,12,112,25,42,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
46930,1,41,77,63,90,68,-55,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
46931,2,53,5,19,33,54,-6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
46932,1,-5,17,10,-25,-30,68,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46933,2,-45,-40,-35,-95,-25,-45,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46934,1,50,12,-30,23,21,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46935,1,30,-30,27,95,0,23,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
46936,1,30,90,55,25,45,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46937,2,13,55,-22,-15,-52,-31,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
46938,2,-23,-20,0,-25,-45,-17,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46939,2,7,-5,-25,25,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46940,2,-47,-5,-37,-65,-30,-17,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
46941,2,25,-27,-27,28,28,-10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46942,1,20,55,30,-40,25,25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46943,2,1,10,20,-25,10,-46,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
46944,1,-14,37,20,0,0,42,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
46945,2,6,-49,0,45,30,-25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
46946,1,-10,-90,-80,20,-15,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46947,2,-40,-25,-35,-40,-60,-6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
46948,1,-20,41,40,-20,-25,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46949,2,-40,-30,-95,-85,-40,-25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46950,2,-5,7,-10,45,-10,-2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
46951,2,-2,20,70,27,53,-40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46952,2,-32,-101,-64,-44,-34,-41,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46953,2,0,60,-63,48,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
46954,2,-17,25,15,10,-20,-10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
46955,2,-11,-59,-25,8,30,-8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
46956,1,-10,-68,-1,-19,6,20,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
46957,2,-1,-30,15,35,35,-75,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46958,2,-7,13,17,-54,-94,-31,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
46959,2,-22,15,5,-60,-60,-95,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
