Type 2_first,Type 2_second,Legendary_first,Legendary_second,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Winner_mark
12,12,0,0,-60,-90,-10,5,-60,5,1
15,12,0,0,-15,-5,0,-5,0,-3,2
12,12,0,0,-19,10,30,10,20,-1,2
5,12,1,0,31,45,2,45,39,13,1
17,11,0,0,-19,50,15,50,0,29,1
15,8,0,0,41,12,-12,33,38,45,1
3,12,0,0,75,23,3,51,51,52,1
17,5,0,0,-75,-93,-20,18,-22,-83,2
10,12,0,0,-24,-14,102,-60,-25,-3,2
12,12,0,0,-1,-32,-7,20,30,30,1
18,10,0,0,2,-50,-5,15,5,-37,2
11,2,0,1,-80,20,-55,-55,-35,35,1
4,12,0,0,5,55,55,30,45,35,1
12,12,0,0,-30,-90,-25,40,-25,-55,2
7,12,0,0,45,90,20,-5,5,0,2
16,14,0,0,29,59,84,18,0,-13,2
17,12,0,0,-2,70,70,35,50,40,1
5,12,0,0,38,71,15,16,15,55,1
12,7,0,0,20,10,20,20,55,10,1
10,12,0,0,45,55,35,0,35,30,1
15,12,0,0,20,-5,25,75,75,-5,2
7,12,0,0,35,75,20,5,-25,-5,2
15,12,0,0,35,-45,25,5,25,-80,2
12,12,0,0,27,30,-20,-45,-20,-20,2
12,5,0,0,-56,-64,19,-74,19,-83,2
9,15,0,0,25,40,47,-2,0,-26,2
18,7,0,0,2,11,65,-40,36,2,1
2,2,1,0,100,50,50,70,50,20,1
4,4,0,0,-35,-83,-50,-73,-55,-14,2
7,12,1,0,24,50,-25,30,35,26,1
7,12,0,0,-17,-35,-30,-10,-40,77,1
12,12,0,0,1,4,16,30,15,24,1
12,12,0,0,35,-10,-30,40,35,5,1
15,2,0,0,-13,-80,-76,-15,10,-5,2
12,2,0,0,50,-35,-20,30,15,-35,2
17,7,0,0,6,-6,13,37,38,-58,2
12,12,0,0,-20,-15,-10,-15,-10,-20,2
10,16,0,0,48,80,-165,40,-175,77,1
12,15,0,0,-35,-35,-50,-60,-20,5,1
8,15,0,0,-40,20,60,45,75,5,1
12,12,0,0,-35,-50,-25,0,-5,-45,2
12,2,0,0,-32,-25,-40,-85,-50,-68,2
12,3,0,0,-20,32,7,14,-6,-7,2
2,16,0,0,8,20,-69,70,25,50,1
14,17,0,0,-45,-40,15,5,-10,-3,2
1,15,1,1,-20,60,-40,70,30,-20,2
12,12,0,0,-35,-52,7,-27,13,-71,2
10,4,0,1,8,-90,-65,-120,-65,-68,2
3,10,0,0,-31,-55,-27,-28,-25,-20,2
10,12,0,0,61,37,31,27,31,13,1
15,2,0,0,-18,-55,-26,-30,0,15,1
14,6,0,0,-10,60,-10,-95,0,50,1
7,12,0,0,0,-20,-25,-20,0,-3,2
12,18,0,0,70,55,-20,-50,25,55,1
12,15,0,1,-34,-23,-50,-70,-90,-60,2
12,7,0,0,-30,-45,30,-15,-35,-60,2
12,11,1,0,10,-15,40,60,20,-45,2
12,9,0,0,-36,-61,-42,-56,-82,-13,2
14,4,0,0,-40,15,0,110,15,80,1
12,12,0,0,5,0,5,-75,-40,-40,2
12,12,0,0,-35,47,-17,-38,-5,20,1
15,12,0,0,-15,10,5,-25,5,15,1
1,12,1,0,40,115,20,108,70,20,1
12,11,0,0,-25,-50,80,10,15,-85,2
12,12,0,0,20,14,0,15,-10,18,1
12,7,0,0,18,2,-40,-22,-5,-42,2
12,1,0,0,0,20,15,-30,0,-35,2
7,12,0,0,25,25,40,30,20,-30,2
15,12,0,0,25,16,24,61,52,40,1
12,7,1,0,-10,95,-40,130,-30,25,1
7,12,0,0,-10,30,-13,5,-18,46,1
12,8,0,0,-39,-19,-1,-20,30,21,2
7,18,0,1,-15,-35,-50,-35,-20,25,1
12,7,0,0,10,5,22,5,27,9,1
12,12,0,1,23,-50,-28,-83,-79,-22,2
12,18,0,0,45,25,-10,-10,-5,-35,2
12,7,0,0,55,25,33,60,55,4,1
12,8,0,0,-10,-21,-32,-66,-32,-55,2
12,12,0,0,-9,7,-3,-26,4,-1,2
12,12,0,0,-11,-64,-33,35,15,8,1
12,4,0,0,-53,20,-31,-70,-81,-40,2
12,12,0,0,-4,-75,-25,17,-5,-21,2
12,12,0,0,26,22,24,-6,9,67,1
12,12,0,0,25,20,50,33,57,30,1
12,17,0,0,-19,-21,-23,-61,-51,30,1
15,12,0,0,5,25,55,-80,-15,-70,2
2,15,0,0,-17,55,-69,0,5,70,1
7,12,0,0,25,32,15,70,5,14,1
12,12,0,0,-70,0,20,-65,-40,5,1
17,12,0,0,-10,-30,80,-30,65,-80,2
7,12,0,0,11,-21,38,129,85,42,1
7,12,0,0,21,33,17,-10,0,60,1
12,1,0,0,15,-17,-40,13,40,-28,2
17,12,0,0,7,18,62,22,18,8,1
12,12,0,0,-55,9,10,14,-20,2,1
12,12,0,0,-55,-80,-47,-20,-45,-35,2
12,12,0,0,-20,-70,-39,-10,-4,25,1
12,12,0,0,-35,-55,-45,10,-10,24,1
12,12,0,1,-80,-75,-85,-55,-65,-50,2
15,6,0,0,-5,5,-5,-85,-25,-45,2
6,12,0,1,-20,-45,-110,95,-10,30,1
12,12,0,0,-3,-78,-75,-68,-60,-54,2
12,12,0,0,-15,0,-20,-35,-55,-60,2
9,12,0,0,-10,40,15,-60,5,5,1
12,11,0,0,-63,-15,8,-36,-12,2,1
12,1,0,0,-10,-55,15,-30,15,-30,2
12,12,0,0,-110,-50,-40,-100,-40,15,2
10,10,0,1,-3,-5,-46,4,-20,-21,2
12,12,0,0,-10,13,-8,15,-10,10,1
12,10,0,0,-47,-99,-57,-34,-54,-30,2
9,12,0,0,-1,6,10,-61,-50,-64,2
12,7,0,0,5,23,-45,-38,5,20,1
12,7,0,0,28,16,10,-4,-10,-15,2
12,12,0,0,54,60,35,-20,25,41,1
12,15,0,0,-14,-2,-10,23,4,20,1
12,7,0,0,45,60,10,70,75,30,1
12,12,0,0,-8,69,52,-7,-11,-7,2
12,17,0,0,-11,-72,-25,5,-25,38,2
12,12,0,0,-40,-23,-37,-50,-40,0,2
12,12,0,0,-15,5,-45,-15,-50,15,1
12,12,0,0,-31,2,13,-35,-85,-40,2
1,7,0,0,33,-1,17,-23,11,18,1
12,12,0,0,-35,-85,-25,0,-45,-55,2
10,6,0,0,50,10,20,35,20,14,1
6,12,0,0,75,5,40,100,60,5,1
12,14,0,0,-5,-47,-30,-12,35,-43,2
12,12,0,0,21,-56,-57,-37,-13,-18,2
12,4,0,0,30,53,-10,-17,-15,-71,2
12,3,0,1,-29,-55,-35,-10,-5,-11,2
10,12,0,0,-40,-30,85,-95,-50,30,1
12,12,1,0,-30,-12,82,-25,80,5,1
12,14,0,0,10,25,4,-40,-31,-5,2
12,12,0,0,-15,-4,-16,-15,-5,-30,2
12,12,1,0,29,50,-15,70,40,86,1
17,13,0,0,-21,57,28,-49,4,-36,2
12,14,0,0,-19,-3,3,10,-5,40,2
4,2,1,0,-20,-10,75,-45,65,-95,1
12,12,0,0,-60,5,55,25,55,-45,2
12,12,0,0,-35,-15,-15,30,0,30,1
6,6,0,0,25,20,5,40,45,45,1
11,12,0,0,-5,-23,-20,-13,-10,0,2
7,15,0,0,-10,-10,7,50,27,36,1
12,12,0,0,-18,-26,23,-53,-30,-57,2
12,7,0,1,-71,-62,-10,-99,-63,-71,2
12,10,0,0,22,40,6,30,26,50,1
18,7,0,0,30,-10,5,-15,5,-45,2
1,4,0,0,70,75,15,20,-30,20,1
15,11,1,0,10,-30,15,85,25,-15,2
12,7,0,0,-13,6,52,-99,-50,-5,2
9,12,0,0,25,14,16,5,5,55,1
1,4,0,0,28,66,21,-12,4,-43,2
7,12,1,0,29,80,20,40,-5,46,1
18,12,0,0,8,-8,-16,-4,-7,-24,2
0,7,0,0,10,20,48,0,13,-5,2
12,15,0,0,-32,-1,-7,40,25,65,2
5,10,0,0,30,91,-66,24,51,65,1
12,16,0,0,-2,2,-52,32,8,18,1
12,12,0,0,-5,15,0,-10,10,5,1
12,15,0,0,-8,21,-16,33,9,38,1
12,3,0,0,-80,2,-26,-26,-44,9,1
12,12,0,0,-22,-44,-72,-18,-44,12,1
7,12,0,0,-10,32,53,-30,5,10,1
15,4,0,0,37,-55,40,-25,-30,-45,2
16,15,0,0,27,31,42,-7,-16,-20,2
10,12,0,0,30,49,30,35,-5,-39,1
7,8,1,0,30,-50,40,-25,35,30,1
1,7,0,0,55,84,67,55,62,-1,2
4,12,0,0,-10,-40,-20,-85,-65,-85,2
15,12,0,0,15,-20,35,35,0,-15,2
12,12,0,0,-15,-23,7,-7,-13,-20,2
12,7,0,0,20,25,20,10,10,-55,2
3,12,1,0,35,0,60,5,40,-25,2
7,17,0,0,105,-5,-26,50,14,20,1
12,12,0,0,0,25,22,5,-5,35,1
11,12,0,0,-28,30,112,-27,-109,-5,2
4,12,0,1,-40,0,10,-60,-45,-65,2
12,7,0,0,-3,-3,10,-19,2,-82,2
7,4,0,0,-50,-5,50,35,115,50,1
16,12,0,0,-35,-10,50,0,-25,-5,2
9,12,0,0,1,-16,31,-24,41,-22,2
5,13,0,0,16,47,27,24,17,-15,2
16,12,0,0,-7,-35,100,20,20,-18,2
12,12,0,0,25,30,30,45,40,45,1
12,16,0,0,-10,-15,-95,-10,-5,20,1
12,12,0,0,10,-41,-60,-49,-30,-7,2
12,12,0,0,-25,7,16,-63,47,-25,2
4,12,0,0,10,-80,0,-5,-5,-5,2
8,7,0,0,14,60,107,5,11,-27,2
12,12,0,0,-40,-25,-5,-15,-15,-25,2
12,12,0,0,-47,-34,-23,-12,-14,10,1
10,15,0,0,40,-2,8,-14,6,-25,2
9,15,0,0,-21,-79,-80,-61,-55,-69,2
12,12,0,0,25,55,90,30,5,-25,1
12,12,0,0,25,39,55,2,5,-2,2
11,9,1,0,65,60,40,130,50,20,1
12,12,0,1,-57,-20,-25,-100,-105,-55,2
8,12,0,0,-5,-91,-25,-58,-33,-40,2
12,12,0,0,25,13,10,13,55,7,1
4,12,0,0,-27,-95,-25,-30,-55,-15,2
7,12,0,0,5,8,-20,-13,-20,50,1
12,12,0,0,-5,-30,65,115,50,15,1
2,10,0,0,30,35,65,100,65,10,1
7,12,0,0,36,23,38,63,8,31,1
7,7,0,0,-20,-30,-5,11,1,0,2
12,2,0,0,-50,-70,-60,-110,-50,-85,2
0,11,0,0,-10,0,-5,5,-25,-40,2
11,10,0,0,22,-36,-65,22,18,11,1
10,18,0,0,38,90,45,25,35,77,1
12,12,0,0,16,14,12,-1,4,30,1
12,12,0,1,-96,-95,-45,-159,-75,-45,2
12,12,0,0,-15,-10,-20,-15,-15,35,1
12,7,0,1,-10,-10,-35,-85,-40,-75,2
5,12,0,0,10,116,59,34,51,60,1
12,2,0,1,-90,-70,-30,-40,-20,50,1
9,7,0,0,18,-3,15,34,48,-14,2
12,9,0,0,10,37,-20,30,0,63,1
7,12,0,1,13,-35,-35,-45,-40,-109,2
14,7,0,0,20,-10,53,62,60,-20,2
12,11,0,0,-45,-57,-45,-92,-75,20,1
15,10,0,0,35,-90,5,-5,0,35,1
12,7,1,0,22,58,65,26,27,-28,2
1,8,0,0,-15,40,-130,15,-130,5,1
12,12,0,0,40,50,39,60,39,10,1
12,7,0,1,-14,-37,-52,-38,-63,-51,2
17,4,0,0,2,25,5,-50,-65,-10,2
12,7,0,0,-13,11,22,-49,-35,-50,2
12,12,0,0,20,15,30,-5,0,-70,2
12,11,0,0,-73,-24,-24,-46,-44,6,1
12,12,1,0,33,13,20,80,50,64,1
12,12,0,0,9,28,25,40,55,43,1
10,11,0,0,18,26,35,-2,2,-11,2
15,5,0,0,-25,-45,-60,45,5,25,1
7,16,0,0,-20,-45,-73,45,47,36,1
7,10,0,0,-47,-70,-25,-20,-10,-9,1
12,12,0,0,15,45,-20,-40,-10,35,1
6,12,0,0,1,42,-26,27,-1,-9,2
18,14,0,0,10,-5,45,-55,-25,-75,2
5,7,1,0,46,120,50,54,50,65,1
11,6,1,0,80,110,70,40,40,30,1
12,12,0,0,110,42,0,47,-45,18,1
10,9,0,0,25,0,-52,-40,-52,-17,2
7,17,1,0,20,-45,2,-15,15,-22,2
12,2,0,0,-5,-40,-40,-15,-35,-40,2
12,17,0,0,11,5,-36,61,-31,20,1
12,12,0,0,-8,38,10,-3,-5,47,1
12,7,0,0,-15,-22,-22,-42,-22,-31,2
1,12,0,0,27,13,-3,-24,-19,30,1
12,18,0,0,10,-17,-62,-62,-17,-44,2
5,9,1,0,56,125,-7,49,-7,44,1
15,12,0,0,40,27,7,48,48,-50,2
12,12,1,1,29,-35,20,-25,30,-39,2
12,12,0,0,35,65,54,-40,24,-10,2
12,14,0,0,-30,-47,-28,-75,-75,-65,2
12,7,0,0,-20,-65,-15,15,10,-35,2
12,2,0,0,-27,-40,-25,-75,-40,-8,2
12,16,0,0,-68,-105,-79,-20,-4,-15,2
11,15,0,0,50,-60,-70,-20,-15,-50,2
12,12,0,0,-30,-42,-15,-15,-30,-18,2
12,15,0,1,-15,-50,-20,-101,-57,-52,2
12,12,0,0,16,15,20,27,47,65,1
12,12,0,0,-22,-10,-9,-45,-44,-35,2
12,12,0,0,-24,-70,-30,-43,-23,25,2
9,12,0,0,-66,10,22,-2,12,57,1
16,12,0,0,5,-15,86,40,46,-15,2
12,3,0,0,-40,18,6,-31,-21,23,1
8,12,0,1,5,-55,-40,-30,-5,-140,2
12,18,0,0,30,22,40,23,40,50,1
12,12,0,0,-4,-7,-7,30,-11,9,1
12,12,0,0,20,20,20,-10,20,40,1
15,12,0,0,36,39,40,15,27,9,1
17,7,0,0,-50,-10,68,-48,38,-59,2
12,12,0,0,-20,5,-10,50,5,0,2
12,7,0,0,5,45,-12,35,-2,56,1
12,5,0,0,-5,-80,15,-40,20,-50,2
10,9,0,0,-5,-5,-15,-25,-45,-1,2
12,1,1,0,17,-13,53,59,159,-24,2
12,14,0,0,-20,-22,-23,-15,-15,5,1
15,12,0,0,30,95,110,55,70,46,1
12,7,0,0,15,15,25,10,25,0,2
1,12,0,0,-2,23,-3,-84,-19,44,1
12,11,1,0,30,10,-75,20,60,10,1
7,7,0,0,-2,41,-8,41,-8,36,1
9,18,0,0,3,40,16,0,8,-27,1
12,12,0,0,24,-17,1,46,71,-52,2
12,12,0,0,12,9,57,69,39,25,1
14,10,0,0,0,-5,-115,55,25,20,1
0,5,0,0,-5,-60,-15,30,-25,-30,2
9,14,0,0,-4,-24,17,-29,12,-67,2
12,9,0,0,55,-33,-45,0,-45,-32,2
1,7,0,0,45,94,25,15,-5,21,1
10,12,0,0,-2,-15,-24,-25,-34,-38,2
12,12,0,0,20,23,25,45,53,29,1
12,12,0,0,-35,-12,-34,-57,-35,-39,2
1,4,0,0,32,99,85,-30,5,-9,2
12,17,0,0,22,40,-30,-10,-10,-2,2
12,5,0,0,35,-70,-1,40,65,11,1
12,12,0,0,3,3,78,39,22,-23,2
7,10,0,0,15,20,30,0,30,55,1
12,18,0,1,-35,-10,-75,-85,-45,-60,2
12,7,0,0,57,135,30,10,20,-27,1
12,12,0,0,-25,-25,-100,-15,-20,25,1
10,7,0,0,40,55,30,-30,-20,-20,2
7,15,0,0,-15,-25,-57,-15,-42,12,1
14,4,0,0,-55,25,45,80,80,70,1
12,12,0,0,20,-1,0,15,20,5,1
10,12,0,0,12,12,5,14,5,3,1
12,7,0,0,-30,-40,-40,-30,-40,-55,2
12,3,0,1,-15,-77,-50,-47,15,-23,2
12,7,0,0,-6,-24,-48,-89,-55,-75,2
12,5,0,1,-1,-69,-30,-32,-50,-68,2
12,12,0,1,-55,-55,-60,-10,-25,10,1
4,12,0,0,-22,-10,-10,35,15,10,1
7,15,1,0,5,103,23,52,-28,25,1
12,7,0,0,20,60,25,60,10,-35,2
14,12,0,0,-3,-20,-25,-10,5,-5,2
12,10,0,0,5,46,-5,-4,-15,49,1
7,18,0,1,20,13,-45,-73,-15,10,1
7,15,0,1,20,-30,-40,-34,-34,-40,2
0,12,0,0,-125,5,5,-50,5,15,1
12,12,1,0,70,75,75,85,85,70,1
15,7,0,0,2,24,71,4,71,-62,2
12,12,0,0,-5,2,10,-22,5,20,1
7,18,1,0,20,30,-40,10,20,45,1
5,14,0,0,26,-18,40,44,45,53,1
12,12,0,0,0,40,-42,25,65,77,1
2,17,0,0,10,41,-20,76,-10,109,1
7,12,1,0,59,53,38,70,38,61,1
12,12,0,0,65,25,-30,35,-15,75,1
1,12,1,0,15,115,5,125,60,35,1
9,12,0,0,15,60,46,-30,-53,-49,2
12,12,0,0,55,83,43,88,8,21,1
12,7,1,0,5,15,115,5,115,15,1
12,10,0,0,79,20,-15,95,55,-10,2
7,12,1,0,42,13,52,23,77,37,1
12,12,0,0,30,26,10,51,15,9,1
12,11,0,0,-48,48,3,-69,-17,27,1
12,12,0,0,23,-18,5,23,10,-62,2
12,12,0,0,-20,-45,-2,50,0,67,1
12,8,1,1,0,-35,90,-75,20,-20,2
10,12,0,0,72,31,25,32,32,-26,1
12,1,0,0,-48,-43,-27,-31,-21,-9,2
7,8,0,0,25,95,35,5,10,110,1
12,7,0,0,-6,10,35,43,38,44,1
7,14,0,0,20,65,45,10,0,70,1
12,12,0,0,-16,9,-14,-23,-20,-18,2
12,5,0,0,-16,33,-15,-24,-15,-63,2
12,5,0,0,-13,-125,-55,0,-70,-75,2
10,12,0,0,45,35,23,-30,-25,-13,2
5,12,0,0,15,23,35,-8,27,13,1
10,12,0,1,20,45,5,-45,-40,-35,2
15,15,0,0,22,59,101,-6,51,-32,1
7,12,0,0,-85,-10,-15,-45,-50,10,1
17,14,0,0,10,65,20,-115,-15,-65,1
7,10,0,0,5,40,-5,7,-10,70,1
8,0,0,0,-16,-51,-50,-35,-30,-10,2
14,12,0,1,-14,-5,-5,-55,-35,-36,2
12,12,0,1,-44,-60,-30,-75,-30,-21,2
7,12,0,0,-20,20,0,-40,-40,-5,2
12,15,0,0,0,-15,-25,-65,-50,-85,2
12,15,0,0,8,41,-26,106,9,87,1
12,12,0,0,-25,-15,-20,-95,5,60,2
12,7,0,0,0,-2,-2,17,18,21,1
7,4,0,0,-6,-41,-15,-121,-85,-45,2
1,7,1,0,40,100,30,139,99,10,1
12,12,1,0,28,85,2,82,-34,65,1
12,7,0,0,0,15,10,5,10,0,2
10,5,0,0,-30,-121,-65,5,-55,-34,2
8,3,0,1,-50,-65,5,-35,15,-70,2
12,7,0,0,15,20,-23,25,17,-10,2
12,2,0,0,-38,-90,-61,-100,-55,-70,2
10,12,0,0,-30,45,30,-25,-5,-5,2
12,4,0,1,20,-100,-35,-50,-35,-20,2
14,7,0,0,-5,-5,-30,20,-30,10,1
12,18,0,0,30,65,-40,-30,15,60,1
12,7,1,0,18,27,145,-6,48,-34,2
12,12,0,0,-12,-1,5,0,-35,-62,2
12,4,1,0,35,48,70,38,80,29,1
10,17,0,0,52,21,-32,22,12,-29,2
18,12,0,0,-10,-35,43,55,-12,-20,2
7,12,0,0,75,5,-16,7,-6,20,1
7,12,1,0,41,85,29,95,39,51,1
12,10,0,0,-65,-28,-38,-21,4,-20,2
12,5,0,0,17,-14,15,12,35,35,1
12,12,0,0,5,5,5,-45,-15,40,1
15,12,0,0,50,70,30,50,65,30,1
12,4,0,0,62,75,45,65,115,40,1
12,14,0,0,10,30,90,45,15,-25,1
12,7,0,0,-32,8,-20,-12,-20,-49,2
17,3,0,0,-39,64,16,-26,-19,33,1
12,18,0,0,-7,-32,-60,-7,-11,17,1
12,9,0,0,-4,-21,-16,-6,-21,20,1
0,12,0,0,-10,-3,42,-23,7,1,1
12,1,0,0,-50,-57,-35,-40,-25,-37,2
17,12,0,0,-91,-20,-15,-12,-40,16,1
12,14,0,0,1,7,22,0,0,41,1
12,10,0,0,-70,-85,-40,-8,0,-20,2
11,12,0,0,-23,-11,32,24,7,-14,2
12,2,0,0,-22,-20,-25,-20,-5,22,1
16,7,0,0,-13,21,48,-24,-10,-92,1
12,12,0,0,17,-70,-85,-30,-20,-50,2
16,14,0,0,-6,28,33,3,-45,-43,1
16,12,0,0,0,35,55,-22,-3,-40,1
7,2,0,0,26,16,21,29,19,88,1
2,7,1,0,20,5,40,85,45,-3,2
5,17,0,0,20,-37,-45,15,-25,-10,2
5,12,0,0,-164,62,80,54,-45,53,1
7,12,0,0,-19,1,-28,-59,-39,-3,2
7,17,0,0,20,45,-60,50,20,60,1
7,10,0,0,-9,24,5,15,10,20,1
9,6,0,1,-55,-127,-90,-110,-30,-48,2
7,12,0,0,-5,-25,27,-25,27,-5,2
14,12,0,0,15,-5,63,62,50,-15,2
12,12,0,0,52,30,24,60,60,-16,2
10,14,0,0,25,-44,-12,-5,8,-34,2
3,7,0,0,-20,-13,-12,-23,-32,5,1
15,14,0,0,-15,-20,-55,35,-25,0,2
12,15,0,0,24,-7,7,12,20,-23,2
12,17,0,0,0,-55,-55,-25,-70,15,1
2,12,0,0,-3,17,20,-10,-10,-17,2
12,12,1,0,12,109,10,100,-15,85,1
12,10,0,0,-10,8,0,-18,20,16,1
17,12,0,0,13,49,72,-22,-2,64,1
15,8,0,0,55,-45,30,75,40,5,1
12,12,1,1,-21,0,-20,10,-10,21,1
4,12,0,0,-10,20,85,25,50,-18,2
12,4,0,0,7,42,15,9,5,-55,2
15,12,0,0,15,55,30,20,40,50,1
7,12,0,0,-10,-5,-12,-45,-17,32,1
17,12,0,0,-4,20,32,40,32,-17,2
12,14,0,0,3,50,0,-30,-15,0,2
1,12,0,0,0,-3,-10,-5,-10,5,1
14,12,0,0,25,55,10,-75,10,-30,2
17,12,0,0,14,9,91,24,71,-48,1
11,12,0,0,10,25,15,-20,-15,-10,2
12,9,0,0,0,-35,-20,-10,-20,10,1
7,17,0,0,-35,-45,-55,-20,-45,10,1
12,12,0,0,5,-35,10,10,0,-25,2
15,7,0,0,-20,-15,5,15,30,7,1
12,12,0,0,5,45,60,-15,30,60,1
17,15,0,0,-20,15,30,-40,-20,10,1
1,12,0,0,10,-3,5,-40,5,39,1
12,6,0,0,23,-1,23,59,30,40,1
12,17,0,0,-15,-25,20,20,15,-38,2
12,12,0,0,-37,-37,-7,24,7,42,1
12,7,0,0,-6,-9,-39,-29,-59,-32,2
16,7,0,0,10,10,83,-20,33,-46,1
7,9,0,0,20,-13,0,40,80,28,1
2,7,0,0,37,0,25,30,35,-17,2
10,7,0,0,0,-50,5,-45,-15,-65,2
7,7,0,0,22,28,20,26,12,29,1
7,12,0,0,0,-45,-25,15,25,0,2
15,12,0,0,30,17,20,-3,-50,-27,2
12,18,0,0,33,28,28,51,44,0,2
12,17,0,0,26,-12,18,80,49,-1,2
14,12,0,0,-25,-6,-46,-30,-45,-20,2
7,15,0,0,10,5,35,-30,45,20,1
14,14,0,0,5,26,-14,5,-35,-5,2
6,7,0,1,-31,0,-40,50,-64,5,1
12,3,0,0,-36,34,-24,19,-39,33,1
16,12,0,0,10,-5,50,15,-15,-25,2
9,7,0,0,10,15,-5,45,35,10,1
12,15,0,0,-18,1,-13,8,-6,15,1
12,12,0,0,-38,0,-21,-15,-21,-40,2
12,6,0,0,-11,-24,-22,-59,-14,-65,2
12,2,0,0,130,60,10,45,5,5,1
12,12,0,0,-4,-30,-2,-20,-2,24,1
12,17,0,0,-14,4,-43,-96,-56,-10,2
7,12,0,1,-51,-65,-40,-109,-25,-50,2
5,12,0,0,40,58,0,45,30,40,1
14,12,0,0,5,0,25,-85,-5,-55,2
11,17,0,0,20,53,62,43,-43,40,1
12,12,1,0,16,-20,10,89,5,75,1
12,12,0,1,-45,5,-45,-90,-45,-35,2
12,7,0,0,200,-25,-40,20,25,-30,2
12,12,0,0,10,15,53,-25,-7,-61,2
1,12,0,0,15,29,-4,9,-11,-17,2
10,14,0,0,30,30,24,-5,5,16,1
12,12,0,0,5,-10,-19,19,-3,2,1
1,7,0,0,15,15,60,20,35,15,1
13,12,0,0,-12,7,-24,26,13,5,1
1,10,0,0,-10,0,-20,30,0,30,1
12,12,0,0,11,11,4,-14,-26,-36,2
14,6,0,0,-5,-25,0,-60,-30,-15,2
12,14,0,0,1,32,-10,15,15,15,1
15,12,0,0,10,-15,-5,80,-25,-25,2
4,12,0,0,22,45,56,45,52,40,1
12,1,0,0,-12,-62,-67,-62,-67,25,2
1,12,0,0,0,-10,-10,25,5,25,1
5,16,0,0,11,-13,-5,99,60,83,1
7,12,0,0,45,10,45,90,85,50,1
18,7,0,0,-21,35,10,-21,-36,1,1
7,8,0,0,-10,5,-47,-65,-47,-31,2
5,12,0,0,21,12,15,19,15,18,1
12,3,0,0,5,42,42,24,24,13,1
12,12,0,0,5,-4,14,5,5,65,1
12,15,0,0,5,25,-80,-30,20,70,1
1,12,0,0,18,50,20,28,-27,70,1
12,12,0,0,35,47,4,65,4,0,2
12,8,0,0,44,-45,10,15,25,23,2
16,15,0,0,-20,-15,20,-55,-30,-30,2
12,15,0,0,48,37,18,13,-8,-3,2
5,17,0,0,-10,-25,-10,-30,-10,-35,2
12,12,0,0,-15,-55,-20,10,-70,-10,2
16,12,0,0,-5,-35,80,-45,-10,-65,2
12,6,0,1,-59,-130,-123,-100,-53,-24,2
15,12,1,0,31,75,58,118,83,25,1
9,12,0,0,-7,-25,-47,15,-50,-32,1
17,2,0,0,-32,-50,55,-50,60,-58,2
17,4,0,0,22,20,110,10,95,-10,2
12,5,0,0,-3,-31,10,4,10,-5,2
9,9,0,0,-15,-53,-30,-10,-10,-42,2
8,7,0,0,-1,24,-50,-50,-20,-30,2
17,13,1,0,29,40,48,57,52,5,1
12,12,0,0,25,45,40,30,30,115,1
7,12,0,0,-1,63,78,57,22,21,1
7,12,1,1,-36,-10,-15,55,5,1,1
17,12,0,0,-46,-10,31,-16,46,-30,2
16,9,0,0,27,40,132,10,0,12,1
2,7,0,1,-48,-1,-53,-45,-109,-62,2
5,12,0,0,13,6,0,16,0,-10,2
18,9,0,0,5,7,-10,20,0,-12,2
12,14,0,0,5,2,15,-27,10,30,1
17,1,0,0,-35,-86,-14,-1,-35,-45,2
12,5,0,0,25,0,25,40,25,65,1
12,12,0,0,64,36,-7,46,13,38,1
12,12,0,0,0,-15,55,35,-25,-55,2
9,17,0,0,0,-2,-118,13,-68,20,1
7,12,0,0,15,43,-21,-23,0,1,1
12,15,0,0,20,41,8,-44,-20,-54,2
12,12,0,0,14,23,21,-24,-9,-72,2
7,18,0,0,10,-25,-60,-25,-15,5,1
11,12,1,0,51,20,18,80,28,49,1
2,12,1,0,15,40,45,125,85,65,1
11,10,0,0,30,-65,-30,-10,-15,-10,2
12,15,0,0,-52,-35,20,15,25,15,2
12,8,0,0,0,5,70,5,0,-90,2
12,12,0,0,-23,-4,-111,-60,-60,-10,2
12,1,0,0,25,3,-41,33,-13,48,1
12,12,0,0,15,-50,0,-45,0,-15,2
12,17,0,0,10,-2,-138,48,-3,75,2
12,12,0,0,55,35,95,50,25,-35,2
15,12,0,0,70,32,22,58,73,5,1
12,12,0,0,-5,10,-25,55,-40,-10,2
12,12,0,0,-42,-57,-25,-38,-55,-33,2
12,7,0,0,28,45,19,45,27,23,1
12,12,0,0,29,41,60,0,-10,-30,2
2,12,1,0,0,-60,20,5,55,-10,2
12,5,0,0,45,-5,-20,35,-20,-8,2
11,12,0,0,10,32,35,82,45,-15,2
5,11,1,1,-34,-40,-18,-40,39,13,1
12,3,0,0,-50,37,9,49,19,16,1
12,16,0,0,-9,-14,-60,22,4,41,1
12,12,0,0,-10,39,40,44,25,-38,2
12,12,1,0,12,144,-18,148,-16,93,1
14,12,0,0,-45,-81,-31,0,-20,-10,2
12,17,0,0,0,-90,-65,45,-25,15,1
12,2,0,0,-25,0,-5,-105,-60,5,1
12,12,0,0,15,-35,-5,-15,-35,-70,2
12,12,0,0,30,70,80,-25,-15,-45,1
12,12,0,0,-50,-50,-45,-45,0,10,1
